id_estacion,autoridad_ambiental,estaci_n,latitud,longitud,variable,unidades,tiempo_de_exposici_n_horas,a_o,promedio,suma,no_de_datos,representatividad_temporal,excedencias_limite_actual,porcentaje_excedencias_limite,mediana,percentil_98,m_ximo,fechas_horas_del_m_ximo,m_nimo,fechas_horas_del_m_nimo,d_as_de_excedencias,c_digo_del_departamento,nombre_del_departamento,c_digo_del_municipio,nombre_del_municipio,tipo_de_estaci_n,ubicacion
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,SO2,ugm3,1,2022,5.8,31308.54,5392,62,0,0,5.4,12.9,23.7,,0.9,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,SO2,ugm3,24,2022,5.8,1270.83,221,61,0,0,5.7,9.4,13.8,,1.9,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2022,27.8,3057,110,90,0,0,27.5,43.8,46,,7,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
31637,CORPOCALDAS,ESTACIÓN LA NUBIA,5.02972,-75.4716,PM10,ugm3,24,2022,18.0,1801,100,82,0,0,17.5,33,36,,9,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4716, 5.02972]}"
31639,CORPOCALDAS,ESTACIÓN PALOGRANDE,5.0562,-75.492027,PM10,ugm3,24,2022,19.0,2123,112,92,0,0,19,29.8,33,,10,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.492027, 5.0562]}"
31802,CORPOCALDAS,ESTACION LA DORADA,5.453923,-74.664749,PM10,ugm3,24,2022,21.0,2103,100,82,0,0,18,46.1,52,,4,,0,17,CALDAS,17380,LA DORADA,Fija,"{'type': 'Point', 'coordinates': [-74.664749, 5.453923]}"
31884,CORPOCALDAS,CATÓLICA (UCM),5.059305,-75.487264,PM10,ugm3,24,2022,19.5,2185,112,92,0,0,20,29,38,,9,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.487264, 5.059305]}"
31927,CORPOCALDAS,SAN JOSÉ,5.084928,-75.791051,PM10,ugm3,24,2022,8.9,275,31,25,0,0,8,20.8,25,,4,,0,17,CALDAS,17665,SAN JOSÉ,Fija,"{'type': 'Point', 'coordinates': [-75.791051, 5.084928]}"
31948,CORPOCALDAS,BELALCAZAR,4.99723,-75.811133,PM10,ugm3,24,2022,12.5,387,31,25,0,0,13,19.4,23,,6,,0,17,CALDAS,17088,BELALCÁZAR,Indicativa,"{'type': 'Point', 'coordinates': [-75.811133, 4.99723]}"
8234,CORPOCALDAS,MILÁN*,5.047326,-75.480838,PM10,ugm3,24,2023,33.2,3455,104,56,0,0,34,47.9,53,2023-02-28,13,2023-01-02,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.480838, 5.047326]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,CO,ugm3,1,2023,877.5,7586019.45,8645,99,0,0,817.2,1763.6,2679.8,,212.8,,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,CO,ugm3,8,2023,877.1,7580594,8643,99,0,0,827.4,1623.7,2379.6,,257.3,,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,O3,ugm3,8,2023,29.8,257565.8,8648,99,0,0,28,61.2,72.5,,3.2,,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN*,5.068433,-75.517243,PM10,ugm3,24,2023,16.9,1843,109,59,0,0,16,30.4,45,2023-12-01,7,,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,PM2.5,ugm3,24,2023,11.7,1151,98,53,0,0,11.5,20.2,27,2023-03-27,4,,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,SO2,ugm3,1,2023,4.5,38879.56,8550,98,0,0,4,10.5,57.7,,0.9,,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,SO2,ugm3,24,2023,4.5,1617.36,356,98,0,0,4.4,8.6,12.3,,1.8,,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA*,5.068207,-75.511017,PM10,ugm3,24,2023,29.6,2934,99,54,0,0,30,45,46,,14,2023-04-06,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM2.5,ugm3,1,2023,16.6,130797.62,7893,90,58,0.73,15.8,32.5,93.6,,1.1,,34,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM2.5,ugm3,24,2023,16.5,5473.7,331,91,0,0,16.3,27.2,30.9,,7,,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
31637,CORPOCALDAS,ESTACIÓN LA NUBIA,5.02972,-75.4716,PM10,ugm3,24,2023,20.0,2103,105,57,0,0,19,33.8,35,2023-05-02,9,2023-03-18,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.4716, 5.02972]}"
31639,CORPOCALDAS,ESTACIÓN PALOGRANDE,5.0562,-75.492027,PM10,ugm3,24,2023,19.5,2127,109,59,0,0,18,34.8,37,2023-03-03,9,,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.492027, 5.0562]}"
31802,CORPOCALDAS,ESTACION LA DORADA,5.453923,-74.664749,PM10,ugm3,24,2023,28.4,966,34,27,0,0,26.5,50.7,58,2023-03-12,10,2023-03-18,0,17,Caldas,17380,La Dorada,Fija,"{'type': 'Point', 'coordinates': [-74.664749, 5.453923]}"
31802,CORPOCALDAS,ESTACION LA DORADA,5.453923,-74.664749,PM2.5,ugm3,24,2023,10.6,731,69,56,0,0,10,19,27,2023-05-29,4,,0,17,Caldas,17380,La Dorada,Fija,"{'type': 'Point', 'coordinates': [-74.664749, 5.453923]}"
31884,CORPOCALDAS,CATÓLICA (UCM),5.059305,-75.487264,PM10,ugm3,24,2023,19.7,2211,112,61,0,0,19,32.8,35,2023-02-07,10,,0,17,Caldas,17001,Manizales,Fija,"{'type': 'Point', 'coordinates': [-75.487264, 5.059305]}"
31972,CORPOCALDAS,PALESTINA,5.017992,-75.625622,PM10,ugm3,24,2023,13.2,395,30,24,0,0,11.5,22.4,27,2023-05-05,7,2023-04-06,0,17,Caldas,17524,Palestina,Indicativa,"{'type': 'Point', 'coordinates': [-75.625622, 5.017992]}"
31973,CORPOCALDAS,CHINCHINA,4.983161,-75.605625,PM10,ugm3,1,2023,22.2,80332.9,3623,41,2,0.06,20.1,48,82.5,,1.1,,2,17,Caldas,17174,Chinchina,Fija,"{'type': 'Point', 'coordinates': [-75.605625, 4.983161]}"
31973,CORPOCALDAS,CHINCHINA,4.983161,-75.605625,PM10,ugm3,24,2023,22.3,3303.37,148,41,0,0,21.3,35.3,38.6,,8.8,,0,17,Caldas,17174,Chinchina,Fija,"{'type': 'Point', 'coordinates': [-75.605625, 4.983161]}"
31973,CORPOCALDAS,CHINCHINA,4.983161,-75.605625,PM2.5,ugm3,1,2023,9.5,34585.3,3623,41,0,0,9.3,17.3,31.2,,0.8,,0,17,Caldas,17174,Chinchina,Fija,"{'type': 'Point', 'coordinates': [-75.605625, 4.983161]}"
31973,CORPOCALDAS,CHINCHINA,4.983161,-75.605625,PM2.5,ugm3,24,2023,9.5,1412.49,148,41,0,0,9.4,13.9,16.4,,4.6,,0,17,Caldas,17174,Chinchina,Fija,"{'type': 'Point', 'coordinates': [-75.605625, 4.983161]}"
31983,CORPOCALDAS,VILLAMARÍA,5.045647,-75.511753,PM10,ugm3,24,2023,14.2,2822,199,54,0,0,14,22,31,2023-07-02,7,,0,17,Caldas,17873,Villamaria,Indicativa,"{'type': 'Point', 'coordinates': [-75.511753, 5.045647]}"
31993,CORPOCALDAS,MARMATO,5.475471,-75.598796,PM10,ugm3,24,2023,28.1,1066,38,10,0,0,29,39.3,40,2023-11-17,14,2023-11-18,0,17,Caldas,17442,Marmato,Indicativa,"{'type': 'Point', 'coordinates': [-75.598796, 5.475471]}"
31993,CORPOCALDAS,MARMATO,5.475471,-75.598796,PM2.5,ugm3,24,2023,10.9,415,38,10,0,0,11,15,15,,6,2023-12-01,0,17,Caldas,17442,Marmato,Indicativa,"{'type': 'Point', 'coordinates': [-75.598796, 5.475471]}"
